token,top_anchors
oteody,"n_concentric_rings(npmi=+0.42, n=9) | n_labels(npmi=+0.34, n=12) | has_radial_symmetry(npmi=+0.38, n=9)"
oteol,"n_decorative_motifs(npmi=+0.19, n=7) | n_plant_fragments(npmi=+0.22, n=5) | n_containers(npmi=+0.20, n=4)"
oteor,"n_decorative_motifs(npmi=+0.44, n=5) | n_paragraphs(npmi=+0.37, n=4) | n_stars(npmi=+0.32, n=4)"
oteos,"n_human_figures(npmi=+0.65, n=8) | n_concentric_rings(npmi=+0.56, n=10) | n_labels(npmi=+0.48, n=13)"
otey,"has_human_figure(npmi=+0.46, n=19) | has_circular_structure(npmi=+0.44, n=17) | has_radial_symmetry(npmi=+0.43, n=16)"
oto,"n_concentric_rings(npmi=+0.48, n=5) | has_radial_symmetry(npmi=+0.44, n=5) | has_circular_structure(npmi=+0.42, n=5)"
oto@152;y,"has_central_object(npmi=+0.67, n=1) | n_concentric_rings(npmi=+0.37, n=3) | has_radial_symmetry(npmi=+0.34, n=3)"
otodaiin,"n_concentric_rings(npmi=+0.41, n=3) | has_radial_symmetry(npmi=+0.38, n=3) | has_circular_structure(npmi=+0.37, n=3)"
otody,"n_rays_or_petals(npmi=+0.34, n=1) | n_concentric_rings(npmi=+0.17, n=2) | n_paragraphs(npmi=+0.15, n=2)"
otol,"n_decorative_motifs(npmi=+0.13, n=11) | n_rays_or_petals(npmi=+0.23, n=3) | n_pipes(npmi=+0.14, n=7)"
otoldy,"n_rows(npmi=+0.49, n=3) | n_containers(npmi=+0.38, n=3) | has_container(npmi=+0.35, n=3)"
otoly,"has_sun_face(npmi=+0.47, n=1) | has_star_motif(npmi=+0.47, n=1) | has_radial_symmetry(npmi=+0.25, n=3)"
otor,"n_stars(npmi=+0.15, n=7) | n_paragraphs(npmi=+0.16, n=6) | n_decorative_motifs(npmi=+0.15, n=6)"
otshedy,"n_paragraphs(npmi=+0.39, n=3) | n_decorative_motifs(npmi=+0.38, n=3) | n_stars(npmi=+0.34, n=3)"
otshey,"n_pipes(npmi=+0.34, n=2) | n_pools(npmi=+0.31, n=2) | n_nymphs(npmi=+0.29, n=2)"
oty,"n_paragraphs(npmi=+0.22, n=15) | has_human_figure(npmi=+0.19, n=17) | n_decorative_motifs(npmi=+0.20, n=15)"
oy,"n_stars(npmi=+0.47, n=5) | n_paragraphs(npmi=+0.45, n=4) | n_decorative_motifs(npmi=+0.44, n=4)"
paiin,"n_paragraphs(npmi=+0.23, n=2) | n_decorative_motifs(npmi=+0.23, n=2) | n_stars(npmi=+0.19, n=2)"
par,"n_decorative_motifs(npmi=+0.27, n=3) | has_marginal_annotation(npmi=+0.41, n=1) | has_human_figure(npmi=+0.23, n=3)"
pchdy,"n_paragraphs(npmi=+0.45, n=4) | n_decorative_motifs(npmi=+0.44, n=4) | n_stars(npmi=+0.39, n=4)"
pche@152;y,"n_pools(npmi=+0.34, n=3) | n_nymphs(npmi=+0.32, n=3) | has_water(npmi=+0.31, n=3)"
pchedar,"n_nymphs(npmi=+0.35, n=3) | has_water(npmi=+0.33, n=3) | has_human_figure(npmi=+0.23, n=3)"
pchedy,"n_pools(npmi=+0.53, n=9) | n_nymphs(npmi=+0.49, n=9) | has_water(npmi=+0.47, n=9)"
pcheody,"n_paragraphs(npmi=+0.39, n=3) | n_decorative_motifs(npmi=+0.38, n=3) | n_stars(npmi=+0.34, n=3)"
pcheol,"n_pools(npmi=+0.34, n=3) | n_nymphs(npmi=+0.32, n=3) | has_water(npmi=+0.31, n=3)"
pchey,"n_pipes(npmi=+0.20, n=1) | n_pools(npmi=+0.18, n=1) | n_nymphs(npmi=+0.16, n=1)"
pchodaiin,"n_containers(npmi=+0.23, n=1) | has_container(npmi=+0.20, n=1) | n_plant_fragments(npmi=+0.19, n=1)"
pchody,"n_stars(npmi=+0.44, n=4) | has_moon_face(npmi=+0.70, n=1) | n_paragraphs(npmi=+0.39, n=3)"
pchol,"n_paragraphs(npmi=+0.31, n=3) | n_decorative_motifs(npmi=+0.30, n=3) | n_containers(npmi=+0.34, n=2)"
pchor,"n_paragraphs(npmi=+0.23, n=3) | n_decorative_motifs(npmi=+0.22, n=3) | n_stars(npmi=+0.18, n=3)"
podaiin,(no positive PMI anchor)
pol,"n_pools(npmi=+0.43, n=5) | n_nymphs(npmi=+0.40, n=5) | has_water(npmi=+0.39, n=5)"
polaiin,"n_paragraphs(npmi=+0.39, n=3) | n_decorative_motifs(npmi=+0.38, n=3) | n_stars(npmi=+0.34, n=3)"
por,"n_pipes(npmi=+0.38, n=2) | n_plant_fragments(npmi=+0.37, n=2) | n_nymphs(npmi=+0.33, n=2)"
qo,"n_paragraphs(npmi=+0.28, n=10) | n_decorative_motifs(npmi=+0.27, n=10) | n_stars(npmi=+0.21, n=10)"
qoaiin,"n_paragraphs(npmi=+0.38, n=8) | n_decorative_motifs(npmi=+0.37, n=8) | n_stars(npmi=+0.32, n=8)"
qoain,"n_paragraphs(npmi=+0.27, n=2) | n_decorative_motifs(npmi=+0.26, n=2) | n_stars(npmi=+0.23, n=2)"
qoar,"n_paragraphs(npmi=+0.34, n=4) | n_decorative_motifs(npmi=+0.34, n=4) | n_stars(npmi=+0.29, n=4)"
qochey,"n_paragraphs(npmi=+0.39, n=3) | n_decorative_motifs(npmi=+0.38, n=3) | n_stars(npmi=+0.34, n=3)"
qockhey,"n_containers(npmi=+0.48, n=5) | has_container(npmi=+0.44, n=5) | n_plant_fragments(npmi=+0.42, n=5)"
qockhol,"n_containers(npmi=+0.71, n=6) | has_container(npmi=+0.67, n=6) | n_plant_fragments(npmi=+0.65, n=6)"
qockhy,"n_plant_fragments(npmi=+0.37, n=5) | n_stars(npmi=+0.20, n=5) | n_labels(npmi=+0.16, n=6)"
qocthy,"n_rows(npmi=+0.26, n=1) | n_containers(npmi=+0.17, n=1) | has_container(npmi=+0.14, n=1)"
qod,"n_paragraphs(npmi=+0.17, n=2) | n_decorative_motifs(npmi=+0.16, n=2) | n_stars(npmi=+0.13, n=2)"
qodaiin,"n_stars(npmi=+0.25, n=8) | n_paragraphs(npmi=+0.27, n=7) | n_decorative_motifs(npmi=+0.26, n=7)"
qodain,"n_paragraphs(npmi=+0.39, n=3) | n_decorative_motifs(npmi=+0.38, n=3) | n_stars(npmi=+0.34, n=3)"
qodal,"n_paragraphs(npmi=+0.08, n=1) | n_decorative_motifs(npmi=+0.07, n=1) | n_stars(npmi=+0.04, n=1)"
qodar,"has_star_motif(npmi=+0.49, n=1) | n_flowers_visible(npmi=+0.36, n=1) | branching_depth(npmi=+0.36, n=1)"
qody,"n_nymphs(npmi=+0.23, n=3) | has_water(npmi=+0.22, n=3) | n_paragraphs(npmi=+0.17, n=3)"
qoee@152;y,"n_pipes(npmi=+0.57, n=4) | n_pools(npmi=+0.54, n=4) | n_nymphs(npmi=+0.51, n=4)"
qoeedy,"n_paragraphs(npmi=+0.45, n=5) | n_decorative_motifs(npmi=+0.44, n=5) | n_stars(npmi=+0.40, n=5)"
qoeeey,"n_stars(npmi=+0.35, n=4) | n_petals(npmi=+0.64, n=1) | n_paragraphs(npmi=+0.31, n=3)"
qoeey,"n_stars(npmi=+0.53, n=9) | n_paragraphs(npmi=+0.48, n=7) | n_decorative_motifs(npmi=+0.47, n=7)"
qofchedy,"n_paragraphs(npmi=+0.49, n=4) | n_decorative_motifs(npmi=+0.48, n=4) | n_stars(npmi=+0.44, n=4)"
qok,"n_stars(npmi=+0.39, n=7) | n_paragraphs(npmi=+0.39, n=6) | n_decorative_motifs(npmi=+0.38, n=6)"
qok@221;l,"n_pipes(npmi=+0.50, n=5) | n_nymphs(npmi=+0.44, n=5) | has_water(npmi=+0.43, n=5)"
qok@221;r,"n_paragraphs(npmi=+0.28, n=3) | n_decorative_motifs(npmi=+0.27, n=3) | n_stars(npmi=+0.23, n=3)"
qokaiin,"n_paragraphs(npmi=+0.52, n=24) | n_decorative_motifs(npmi=+0.51, n=24) | n_stars(npmi=+0.43, n=24)"
qokain,"n_nymphs(npmi=+0.63, n=19) | has_water(npmi=+0.61, n=19) | n_pools(npmi=+0.61, n=17)"
qokair,"n_paragraphs(npmi=+0.59, n=9) | n_decorative_motifs(npmi=+0.58, n=9) | n_stars(npmi=+0.53, n=9)"
qokal,"n_nymphs(npmi=+0.49, n=17) | n_paragraphs(npmi=+0.45, n=19) | has_water(npmi=+0.47, n=17)"
qokaldy,"has_marginal_annotation(npmi=+0.50, n=1) | n_pipes(npmi=+0.20, n=1) | n_pools(npmi=+0.18, n=1)"
qokaly,"n_pipes(npmi=+0.50, n=5) | n_nymphs(npmi=+0.44, n=5) | has_water(npmi=+0.43, n=5)"
qokam,"n_paragraphs(npmi=+0.42, n=9) | n_decorative_motifs(npmi=+0.41, n=9) | n_stars(npmi=+0.35, n=9)"
qokan,"n_pools(npmi=+0.47, n=4) | n_nymphs(npmi=+0.44, n=4) | has_water(npmi=+0.43, n=4)"
qokar,"n_paragraphs(npmi=+0.42, n=20) | n_decorative_motifs(npmi=+0.41, n=20) | n_stars(npmi=+0.36, n=21)"
qokch@152;y,"n_paragraphs(npmi=+0.17, n=3) | n_decorative_motifs(npmi=+0.16, n=3) | n_stars(npmi=+0.12, n=3)"
qokchd,"n_paragraphs(npmi=+0.39, n=3) | n_decorative_motifs(npmi=+0.38, n=3) | n_stars(npmi=+0.34, n=3)"
qokchdy,"n_paragraphs(npmi=+0.41, n=9) | n_stars(npmi=+0.38, n=10) | n_decorative_motifs(npmi=+0.39, n=9)"
qokche@152;y,"n_paragraphs(npmi=+0.41, n=4) | n_decorative_motifs(npmi=+0.40, n=4) | n_stars(npmi=+0.35, n=4)"
qokchedy,"n_paragraphs(npmi=+0.63, n=11) | n_decorative_motifs(npmi=+0.61, n=11) | n_stars(npmi=+0.55, n=11)"
qokchey,"n_paragraphs(npmi=+0.40, n=8) | n_decorative_motifs(npmi=+0.39, n=8) | n_stars(npmi=+0.34, n=8)"
qokcho,"n_paragraphs(npmi=+0.02, n=1) | n_decorative_motifs(npmi=+0.02, n=1) | n_distinct_objects(npmi=+0.01, n=7)"
qokchol,"n_paragraphs(npmi=+0.17, n=3) | n_decorative_motifs(npmi=+0.16, n=3) | n_stars(npmi=+0.12, n=3)"
qokchor,"branching_depth(npmi=+0.41, n=1) | n_leaves_visible(npmi=+0.37, n=1) | n_visual_text_columns(npmi=+0.34, n=1)"
qokchy,"n_paragraphs(npmi=+0.14, n=9) | n_decorative_motifs(npmi=+0.13, n=9) | n_stars(npmi=+0.11, n=10)"
qoke@152;y,"n_nymphs(npmi=+0.60, n=17) | has_water(npmi=+0.58, n=17) | n_pools(npmi=+0.57, n=15)"
qokeal,"n_paragraphs(npmi=+0.39, n=3) | n_decorative_motifs(npmi=+0.38, n=3) | n_stars(npmi=+0.34, n=3)"
qokear,"n_paragraphs(npmi=+0.39, n=3) | n_decorative_motifs(npmi=+0.38, n=3) | n_stars(npmi=+0.34, n=3)"
qokechy,"n_paragraphs(npmi=+0.44, n=6) | n_decorative_motifs(npmi=+0.43, n=6) | n_stars(npmi=+0.38, n=6)"
qoked@222;,"n_pools(npmi=+0.54, n=4) | n_nymphs(npmi=+0.51, n=4) | has_water(npmi=+0.50, n=4)"
qokedy,"n_nymphs(npmi=+0.63, n=19) | has_water(npmi=+0.61, n=19) | n_pools(npmi=+0.61, n=17)"
qokee@152;y,"n_pools(npmi=+0.51, n=11) | n_paragraphs(npmi=+0.47, n=13) | n_decorative_motifs(npmi=+0.45, n=13)"
qokee@222;,"n_pipes(npmi=+0.50, n=4) | n_nymphs(npmi=+0.44, n=4) | has_water(npmi=+0.43, n=4)"
qokeechy,"n_stars(npmi=+0.55, n=6) | n_paragraphs(npmi=+0.53, n=5) | n_decorative_motifs(npmi=+0.52, n=5)"
qokeed,"n_paragraphs(npmi=+0.43, n=7) | n_decorative_motifs(npmi=+0.42, n=7) | n_stars(npmi=+0.37, n=7)"
qokeed@222;,"n_nymphs(npmi=+0.50, n=5) | has_water(npmi=+0.48, n=5) | n_pipes(npmi=+0.47, n=4)"
qokeedy,"n_paragraphs(npmi=+0.59, n=22) | n_decorative_motifs(npmi=+0.58, n=22) | n_nymphs(npmi=+0.57, n=18)"
qokeeey,"n_stars(npmi=+0.49, n=11) | n_paragraphs(npmi=+0.52, n=10) | n_decorative_motifs(npmi=+0.51, n=10)"
qokeeo,"n_paragraphs(npmi=+0.51, n=8) | n_decorative_motifs(npmi=+0.50, n=8) | n_stars(npmi=+0.45, n=8)"
qokeeody,"n_paragraphs(npmi=+0.47, n=6) | n_decorative_motifs(npmi=+0.46, n=6) | n_stars(npmi=+0.41, n=6)"
qokeeol,"n_rows(npmi=+0.72, n=5) | n_plant_fragments(npmi=+0.54, n=5) | n_containers(npmi=+0.51, n=4)"
qokeeor,"n_paragraphs(npmi=+0.41, n=4) | n_decorative_motifs(npmi=+0.40, n=4) | n_stars(npmi=+0.35, n=4)"
qokees,"has_marginal_annotation(npmi=+0.41, n=1) | n_pipes(npmi=+0.28, n=2) | n_pools(npmi=+0.25, n=2)"
qokeey,"n_stars(npmi=+0.36, n=24) | n_paragraphs(npmi=+0.37, n=21) | n_nymphs(npmi=+0.40, n=18)"
qokeiin,"n_pools(npmi=+0.59, n=4) | n_nymphs(npmi=+0.56, n=4) | has_water(npmi=+0.55, n=4)"
qokeo,"n_paragraphs(npmi=+0.34, n=4) | n_decorative_motifs(npmi=+0.34, n=4) | n_plant_fragments(npmi=+0.36, n=3)"
qokeo@152;y,"n_plant_fragments(npmi=+0.36, n=3) | n_rays(npmi=+0.47, n=1) | n_labels(npmi=+0.20, n=4)"
qokeod,"has_star_motif(npmi=+0.54, n=1) | n_containers(npmi=+0.37, n=2) | n_stars(npmi=+0.30, n=3)"
qokeody,"n_containers(npmi=+0.69, n=9) | has_container(npmi=+0.64, n=9) | n_plant_fragments(npmi=+0.62, n=9)"
qokeol,"n_plant_fragments(npmi=+0.57, n=12) | n_containers(npmi=+0.54, n=10) | has_container(npmi=+0.50, n=10)"
qokeor,"n_plant_fragments(npmi=+0.39, n=5) | n_containers(npmi=+0.36, n=4) | has_container(npmi=+0.33, n=4)"
qokeos,"n_plant_fragments(npmi=+0.37, n=2) | n_containers(npmi=+0.23, n=1) | n_labels(npmi=+0.15, n=2)"
qokey,"n_nymphs(npmi=+0.56, n=17) | has_water(npmi=+0.54, n=17) | n_pools(npmi=+0.53, n=15)"
qokl,"n_paragraphs(npmi=+0.49, n=5) | n_decorative_motifs(npmi=+0.48, n=5) | n_stars(npmi=+0.43, n=5)"
qoko,"n_rows(npmi=+0.29, n=1) | n_plant_fragments(npmi=+0.16, n=1) | n_paragraphs(npmi=+0.08, n=1)"
qokod,"n_rows(npmi=+0.29, n=1) | n_containers(npmi=+0.20, n=1) | has_container(npmi=+0.17, n=1)"
qokody,"branching_depth(npmi=+0.39, n=1) | n_leaves_visible(npmi=+0.34, n=1) | n_visual_text_columns(npmi=+0.31, n=1)"
qokoiin,"n_distinct_objects(npmi=+0.04, n=5)"
qokol,"n_nymphs(npmi=+0.34, n=13) | has_water(npmi=+0.33, n=13) | n_pools(npmi=+0.31, n=11)"
qokor,"n_paragraphs(npmi=+0.35, n=9) | n_decorative_motifs(npmi=+0.34, n=9) | n_stars(npmi=+0.29, n=9)"
qokshedy,"n_nymphs(npmi=+0.51, n=4) | has_water(npmi=+0.50, n=4) | n_pipes(npmi=+0.47, n=3)"
qokshey,"branching_depth(npmi=+0.39, n=1) | n_leaves_visible(npmi=+0.34, n=1) | n_visual_text_columns(npmi=+0.31, n=1)"
qokshy,"n_paragraphs(npmi=+0.31, n=3) | n_decorative_motifs(npmi=+0.30, n=3) | n_stars(npmi=+0.26, n=3)"
qoky,"n_nymphs(npmi=+0.42, n=17) | has_water(npmi=+0.40, n=17) | n_pools(npmi=+0.40, n=15)"
qol,"n_nymphs(npmi=+0.70, n=18) | n_pools(npmi=+0.71, n=17) | has_water(npmi=+0.68, n=18)"
qolchedy,"n_pools(npmi=+0.63, n=5) | n_nymphs(npmi=+0.60, n=5) | has_water(npmi=+0.59, n=5)"
qolchey,"n_nymphs(npmi=+0.56, n=5) | has_water(npmi=+0.55, n=5) | n_pipes(npmi=+0.53, n=4)"
qolkain,"n_nymphs(npmi=+0.56, n=4) | has_water(npmi=+0.55, n=4) | has_human_figure(npmi=+0.44, n=4)"
qolkeedy,"n_pipes(npmi=+0.66, n=5) | n_pools(npmi=+0.63, n=5) | n_nymphs(npmi=+0.60, n=5)"
qolkeey,"n_pipes(npmi=+0.57, n=4) | n_nymphs(npmi=+0.51, n=4) | has_water(npmi=+0.50, n=4)"
qoly,"n_nymphs(npmi=+0.68, n=6) | has_water(npmi=+0.67, n=6) | n_pools(npmi=+0.63, n=5)"
qoor,"n_containers(npmi=+0.66, n=5) | has_container(npmi=+0.62, n=5) | n_plant_fragments(npmi=+0.61, n=5)"
qop,"n_pipes(npmi=+0.20, n=1) | n_pools(npmi=+0.18, n=1) | n_nymphs(npmi=+0.16, n=1)"
qopaiin,"n_paragraphs(npmi=+0.49, n=5) | n_decorative_motifs(npmi=+0.48, n=5) | n_stars(npmi=+0.43, n=5)"
qopar,"n_paragraphs(npmi=+0.20, n=1) | n_decorative_motifs(npmi=+0.20, n=1) | n_stars(npmi=+0.16, n=1)"
qopchdy,"n_paragraphs(npmi=+0.56, n=8) | n_decorative_motifs(npmi=+0.55, n=8) | n_stars(npmi=+0.50, n=8)"
qopchedy,"n_paragraphs(npmi=+0.57, n=11) | n_decorative_motifs(npmi=+0.55, n=11) | n_stars(npmi=+0.49, n=11)"
qopchey,"n_paragraphs(npmi=+0.40, n=5) | n_decorative_motifs(npmi=+0.39, n=5) | n_stars(npmi=+0.34, n=5)"
qopchol,"n_paragraphs(npmi=+0.23, n=2) | n_decorative_motifs(npmi=+0.23, n=2) | n_stars(npmi=+0.19, n=2)"
qopchy,"n_paragraphs(npmi=+0.23, n=3) | n_decorative_motifs(npmi=+0.22, n=3) | n_stars(npmi=+0.18, n=3)"
qopol,"branching_depth(npmi=+0.41, n=1) | n_leaves_visible(npmi=+0.37, n=1) | n_visual_text_columns(npmi=+0.34, n=1)"
qopy,"n_nymphs(npmi=+0.13, n=1) | has_water(npmi=+0.12, n=1) | has_human_figure(npmi=+0.04, n=1)"
qor,"n_nymphs(npmi=+0.31, n=5) | has_water(npmi=+0.30, n=5) | n_pipes(npmi=+0.30, n=4)"
qos,"n_paragraphs(npmi=+0.32, n=2) | n_decorative_motifs(npmi=+0.31, n=2) | n_stars(npmi=+0.27, n=2)"
qot,"n_paragraphs(npmi=+0.23, n=3) | n_decorative_motifs(npmi=+0.22, n=3) | n_stars(npmi=+0.18, n=3)"
qotaiin,"n_paragraphs(npmi=+0.48, n=16) | n_decorative_motifs(npmi=+0.46, n=16) | n_stars(npmi=+0.39, n=16)"
qotain,"n_paragraphs(npmi=+0.61, n=16) | n_decorative_motifs(npmi=+0.59, n=16) | n_stars(npmi=+0.53, n=16)"
qotair,"n_paragraphs(npmi=+0.39, n=3) | n_decorative_motifs(npmi=+0.38, n=3) | n_stars(npmi=+0.34, n=3)"
qotal,"n_nymphs(npmi=+0.47, n=12) | has_water(npmi=+0.45, n=12) | n_pools(npmi=+0.46, n=11)"
qotaly,"n_paragraphs(npmi=+0.39, n=3) | n_decorative_motifs(npmi=+0.38, n=3) | n_stars(npmi=+0.34, n=3)"
qotam,"n_paragraphs(npmi=+0.50, n=7) | n_decorative_motifs(npmi=+0.49, n=7) | n_stars(npmi=+0.44, n=7)"
qotar,"n_paragraphs(npmi=+0.45, n=15) | n_decorative_motifs(npmi=+0.44, n=15) | n_stars(npmi=+0.37, n=15)"
qotchdy,"n_paragraphs(npmi=+0.43, n=8) | n_decorative_motifs(npmi=+0.42, n=8) | n_stars(npmi=+0.37, n=8)"
qotche@152;y,"n_paragraphs(npmi=+0.35, n=3) | n_decorative_motifs(npmi=+0.34, n=3) | n_stars(npmi=+0.30, n=3)"
qotched,"n_paragraphs(npmi=+0.51, n=3) | n_decorative_motifs(npmi=+0.50, n=3) | n_stars(npmi=+0.46, n=3)"
qotchedy,"n_paragraphs(npmi=+0.47, n=6) | n_decorative_motifs(npmi=+0.46, n=6) | n_stars(npmi=+0.41, n=6)"
qotchey,"n_paragraphs(npmi=+0.22, n=4) | n_decorative_motifs(npmi=+0.21, n=4) | n_stars(npmi=+0.16, n=4)"
qotcho,"n_flowers_visible(npmi=+0.34, n=1) | n_leaves_visible(npmi=+0.30, n=1) | n_visual_text_columns(npmi=+0.26, n=1)"
qotchol,"n_flowers_visible(npmi=+0.29, n=1) | branching_depth(npmi=+0.29, n=1) | n_leaves_visible(npmi=+0.24, n=1)"
qotchor,"n_distinct_objects(npmi=+0.05, n=11)"
qotchy,"n_distinct_objects(npmi=+0.05, n=42)"
qote@152;y,"n_pools(npmi=+0.40, n=6) | n_nymphs(npmi=+0.36, n=6) | has_water(npmi=+0.35, n=6)"
qotedy,"n_nymphs(npmi=+0.57, n=14) | has_water(npmi=+0.55, n=14) | n_pipes(npmi=+0.57, n=12)"
qotee@152;y,"n_nymphs(npmi=+0.53, n=8) | has_water(npmi=+0.52, n=8) | n_pools(npmi=+0.51, n=7)"
qoteedy,"n_nymphs(npmi=+0.58, n=14) | has_water(npmi=+0.56, n=14) | n_pools(npmi=+0.54, n=12)"
qoteeo,"n_paragraphs(npmi=+0.39, n=3) | n_decorative_motifs(npmi=+0.38, n=3) | n_stars(npmi=+0.34, n=3)"
qoteey,"n_paragraphs(npmi=+0.57, n=15) | n_decorative_motifs(npmi=+0.55, n=15) | n_stars(npmi=+0.53, n=16)"
qoteo,"n_paragraphs(npmi=+0.41, n=4) | n_decorative_motifs(npmi=+0.40, n=4) | n_stars(npmi=+0.35, n=4)"
qoteody,"n_paragraphs(npmi=+0.34, n=4) | n_decorative_motifs(npmi=+0.34, n=4) | n_stars(npmi=+0.29, n=4)"
qoteol,"n_plant_fragments(npmi=+0.43, n=4) | n_containers(npmi=+0.38, n=3) | has_container(npmi=+0.35, n=3)"
qoteor,"n_rays_or_petals(npmi=+0.45, n=1) | n_paragraphs(npmi=+0.27, n=2) | n_decorative_motifs(npmi=+0.26, n=2)"
qotey,"n_paragraphs(npmi=+0.45, n=9) | n_decorative_motifs(npmi=+0.44, n=9) | n_stars(npmi=+0.38, n=9)"
qoto,"n_paragraphs(npmi=+0.27, n=2) | n_decorative_motifs(npmi=+0.26, n=2) | n_stars(npmi=+0.23, n=2)"
qotody,"n_paragraphs(npmi=+0.41, n=4) | n_decorative_motifs(npmi=+0.40, n=4) | n_stars(npmi=+0.35, n=4)"
qotol,"n_pools(npmi=+0.32, n=7) | n_nymphs(npmi=+0.28, n=7) | n_pipes(npmi=+0.29, n=6)"
qotor,"n_paragraphs(npmi=+0.15, n=4) | n_decorative_motifs(npmi=+0.14, n=4) | n_stars(npmi=+0.09, n=4)"
qotshey,"branching_depth(npmi=+0.45, n=1) | n_leaves_visible(npmi=+0.41, n=1) | n_visual_text_columns(npmi=+0.37, n=1)"
qoty,"n_nymphs(npmi=+0.37, n=13) | n_pools(npmi=+0.38, n=12) | has_water(npmi=+0.36, n=13)"
qoy,"n_flowers_visible(npmi=+0.36, n=1) | branching_depth(npmi=+0.36, n=1) | n_leaves_visible(npmi=+0.32, n=1)"
r,"n_nymphs(npmi=+0.31, n=16) | has_water(npmi=+0.29, n=16) | n_pools(npmi=+0.29, n=14)"
raiin,"n_paragraphs(npmi=+0.59, n=16) | n_decorative_motifs(npmi=+0.58, n=16) | n_stars(npmi=+0.51, n=16)"
rain,"n_paragraphs(npmi=+0.53, n=7) | n_decorative_motifs(npmi=+0.52, n=7) | n_stars(npmi=+0.47, n=7)"
rair,"n_paragraphs(npmi=+0.44, n=3) | n_decorative_motifs(npmi=+0.43, n=3) | n_stars(npmi=+0.39, n=3)"
ral,"n_pools(npmi=+0.55, n=7) | n_nymphs(npmi=+0.51, n=7) | has_water(npmi=+0.50, n=7)"
ram,"n_paragraphs(npmi=+0.50, n=7) | n_decorative_motifs(npmi=+0.49, n=7) | n_stars(npmi=+0.44, n=7)"
rar,"n_paragraphs(npmi=+0.56, n=8) | n_decorative_motifs(npmi=+0.55, n=8) | n_stars(npmi=+0.50, n=8)"
rchedy,"n_nymphs(npmi=+0.60, n=5) | has_water(npmi=+0.59, n=5) | n_pipes(npmi=+0.57, n=4)"
rcheey,"n_paragraphs(npmi=+0.32, n=2) | n_decorative_motifs(npmi=+0.31, n=2) | n_stars(npmi=+0.27, n=2)"
rchey,"n_pools(npmi=+0.59, n=4) | n_nymphs(npmi=+0.56, n=4) | has_water(npmi=+0.55, n=4)"
ro,"n_decorative_motifs(npmi=+0.48, n=6) | n_paragraphs(npmi=+0.42, n=5) | n_stars(npmi=+0.37, n=5)"
rol,"n_pools(npmi=+0.50, n=6) | n_nymphs(npmi=+0.47, n=6) | has_water(npmi=+0.46, n=6)"
ror,"n_pools(npmi=+0.52, n=6) | n_nymphs(npmi=+0.49, n=6) | has_water(npmi=+0.48, n=6)"
ry,"n_pools(npmi=+0.41, n=4) | n_nymphs(npmi=+0.39, n=4) | has_water(npmi=+0.37, n=4)"
s,"n_plant_fragments(npmi=+0.18, n=16) | has_container(npmi=+0.17, n=15) | n_containers(npmi=+0.16, n=13)"
s@221;r,"n_pools(npmi=+0.40, n=3) | n_nymphs(npmi=+0.38, n=3) | has_water(npmi=+0.37, n=3)"
saiin,"has_water(npmi=+0.30, n=15) | n_paragraphs(npmi=+0.27, n=17) | n_decorative_motifs(npmi=+0.26, n=17)"
sain,"n_paragraphs(npmi=+0.43, n=14) | n_decorative_motifs(npmi=+0.42, n=14) | n_nymphs(npmi=+0.45, n=12)"
sair,"n_paragraphs(npmi=+0.21, n=5) | n_decorative_motifs(npmi=+0.20, n=5) | has_spiral(npmi=+0.45, n=1)"
sairy,"n_decorative_motifs(npmi=+0.57, n=5) | n_paragraphs(npmi=+0.49, n=4) | n_stars(npmi=+0.44, n=4)"
sal,"has_water(npmi=+0.36, n=10) | has_human_figure(npmi=+0.29, n=12) | n_pipes(npmi=+0.35, n=8)"
saly,"has_central_object(npmi=+0.70, n=1) | has_marginal_annotation(npmi=+0.50, n=1) | n_concentric_rings(npmi=+0.29, n=2)"
sam,"has_spiral(npmi=+0.56, n=1) | spiral_turns(npmi=+0.56, n=1) | n_beads(npmi=+0.56, n=1)"
sar,"n_paragraphs(npmi=+0.29, n=13) | n_nymphs(npmi=+0.31, n=11) | n_decorative_motifs(npmi=+0.28, n=13)"
sary,"has_radial_symmetry(npmi=+0.39, n=5) | has_circular_structure(npmi=+0.37, n=5) | n_labels(npmi=+0.31, n=6)"
schey,"branching_depth(npmi=+0.41, n=1) | n_leaves_visible(npmi=+0.37, n=1) | n_visual_text_columns(npmi=+0.34, n=1)"
sh,"has_marginal_annotation(npmi=+0.44, n=2) | has_spiral(npmi=+0.46, n=1) | spiral_turns(npmi=+0.46, n=1)"
sh@152;y,"n_paragraphs(npmi=+0.19, n=3) | n_decorative_motifs(npmi=+0.18, n=3) | n_stars(npmi=+0.14, n=3)"
shaiin,"n_decorative_motifs(npmi=+0.31, n=6) | n_paragraphs(npmi=+0.26, n=5) | n_stars(npmi=+0.20, n=5)"
shain,"n_paragraphs(npmi=+0.31, n=3) | n_decorative_motifs(npmi=+0.30, n=3) | n_stars(npmi=+0.26, n=3)"
shal,"n_paragraphs(npmi=+0.51, n=8) | n_decorative_motifs(npmi=+0.50, n=8) | n_stars(npmi=+0.45, n=8)"
sham,"n_paragraphs(npmi=+0.35, n=3) | n_decorative_motifs(npmi=+0.34, n=3) | n_stars(npmi=+0.30, n=3)"
